Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2025-03-06 14:16:48.00,2025-03-06 14:16:48.00,121.520271062851,53.378763,-1.475819,4.748651530192069,93.65452983602881,7.670051087135562,144.2377154314743,1.580000042915296,1.258959508992703,246.0937325797564,114.0001525878906,113.5858459472656,11.09097003936768,3.610877079166303,0
2025-03-06 14:16:56.00,2025-03-06 14:16:56.00,129.5207650661469,53.378779,-1.475970,3.186004330647722,86.18020759057254,3,154.3956567644876,1.187773326167137,1.321786499339114,243.0096327578839,114.0001525878906,113.5858459472656,11.09097003936768,6.648209633463328,0
2025-03-06 14:17:01.00,2025-03-06 14:17:01.00,134.5179409980774,53.378689,-1.476054,3.021901654295936,85.5925503121689,3,165.906866728343,1.188152657706659,1.99690341050313,221.2700945631315,114.0001525878906,113.5858459472656,11.09097003936768,-7.372903258460383,0
2025-03-06 14:17:06.00,2025-03-06 14:17:06.00,139.5179520845413,53.378609,-1.475957,5.429378172465507,86.42292261961848,3.403681153571426,176.8656383261979,1.128114390251854,1.869625421763995,151.1275669936464,114.0001525878906,113.5858459472656,11.09097003936768,-3.829189903063583,0
2025-03-06 14:17:13.00,2025-03-06 14:17:13.00,146.5209130048752,53.378520,-1.475884,7.599663633611434,85.16978731378913,3.223714604170016,187.9482777333958,1.113601861857253,1.702497164230113,176.4889703587373,114.0001525878906,113.5858459472656,11.09097003936768,-29.63491058113411,0
2025-03-06 14:17:19.00,2025-03-06 14:17:19.00,152.5209220647812,53.378437,-1.475799,7.932363899221288,84.7854137821123,3.285885712297597,198.8259551269745,1.417005726866801,1.356207320572989,156.3168954820449,114.0001525878906,113.5858459472656,11.09097003936768,-22.1828218763849,0
2025-03-06 14:17:26.00,2025-03-06 14:17:26.00,159.5210560560226,53.378351,-1.475855,8.52070250790563,86.23065031412989,3.83237100171926,209.0376674552298,1.22902103016422,1.506019591955146,223.1060670791358,114.0001525878906,113.5858459472656,11.09097003936768,-269.5010468649755,0
2025-03-06 14:17:31.00,2025-03-06 14:17:31.00,164.5211180448532,53.378335,-1.476020,8.342842465478681,84.55458629038185,4.181371217893798,220.1689899490829,1.4610130008626,1.901333982210684,261.6244968812224,114.0001525878906,113.5858459472656,11.09097003936768,-97.85289779217314,0
2025-03-06 14:17:37.00,2025-03-06 14:17:37.00,170.5211730003357,53.378306,-1.476214,7.803635730992595,83.83916734810919,4.407022047991391,233.4528867266856,1.728253597326722,1.886454466913978,254.3536383346504,114.0001525878906,113.5858459472656,11.09097003936768,-41.34453793584747,0
2025-03-06 14:17:42.00,2025-03-06 14:17:42.00,175.5211620330811,53.378288,-1.476372,6.801105390297625,84.34260487183928,4.742773747119948,244.1547599086211,1.696612839400525,2.1974102083128,260.4139336158751,114.0001525878906,113.5858459472656,11.09097003936768,-17.05712489804886,0
2025-03-06 14:17:48.00,2025-03-06 14:17:48.00,181.5212520360947,53.378254,-1.476524,5.743093289118113,84.48303950857371,5.010252436177734,254.9580986089883,1.682810606907336,1.937912606744694,250.5050882616646,114.0001525878906,113.5858459472656,11.09097003936768,-142.2433766089288,0
2025-03-06 14:17:55.00,2025-03-06 14:17:55.00,188.5213520526886,53.378228,-1.476691,4.686860933248134,84.7011750228703,4.120572575889113,266.4521627009474,1.670784580972514,1.666857292870741,255.7137724142345,114.0001525878906,113.5858459472656,11.09097003936768,49.01553198271611,0
2025-03-06 14:18:02.00,2025-03-06 14:18:02.00,195.5214400291443,53.378209,-1.476854,4.069597473924883,84.09217951353639,3.408610668765285,277.5427767414089,1.663730273601479,1.588791536791825,259.5682701606063,114.0001525878906,113.5858459472656,11.09097003936768,-33.38730937079629,0
2025-03-06 14:18:09.00,2025-03-06 14:18:09.00,202.5189940929413,53.378167,-1.477005,3.915863333984352,86.16493437904865,3.813339915471871,288.5981402899596,1.597292378315851,1.74425159270855,269.5985240170754,114.0001525878906,113.5858459472656,11.09097003936768,10.49460135819141,0
2025-03-06 14:18:18.00,2025-03-06 14:18:18.00,211.5183320045471,53.378084,-1.477094,4.477464685871622,82.3311603916809,3.589677958919564,299.5462226180884,1.040081754002137,1.508866313534996,213.4458607434519,114.0001525878906,113.5858459472656,11.09097003936768,37.0681437175217,0
2025-03-06 14:18:25.00,2025-03-06 14:18:25.00,218.5189950466156,53.378009,-1.477183,4.333162093367131,82.51699555572122,3.838314111206297,309.8264856496533,1.629052819596955,1.393568973312626,224.6225492931672,114.0001525878906,113.5858459472656,11.09097003936768,-4.911804576522135,0
2025-03-06 14:19:59.00,2025-03-06 14:19:59.00,312.5231190919876,53.378071,-1.477306,9.293001281575124,83.84019892197102,6.045957683173037,320.5434529358986,0.0983825370989003,0.7601097470083609,353.754227452719,114.0001525878906,113.5858459472656,11.09097003936768,-13.70116312199488,0
2025-03-06 14:20:25.00,2025-03-06 14:20:25.00,338.5229820013046,53.378101,-1.477455,6.85747934573927,83.19059626944363,3,331.0370603357208,3.571573439171326,2.029034756913666,275.6639927253217,114.0001525878906,113.5858459472656,11.09097003936768,-247.6331303112657,0
2025-03-06 14:20:27.00,2025-03-06 14:20:27.00,340.5185950994492,53.378089,-1.477606,7.282115279915306,82.99780257418752,3,341.1513255602932,3.47638032371657,2.029034756913666,267.0478127848182,114.0001525878906,113.5858459472656,11.09097003936768,-760.1536028228742,0
2025-03-06 14:20:32.00,2025-03-06 14:20:32.00,345.5236840248108,53.378001,-1.477684,13.32466563162633,83.40143327601254,3,352.1766498317127,2.267738039196578,3.807161094370525,185.6080755863372,114.0001525878906,113.5858459472656,11.09097003936768,-198.9097292010386,0
2025-03-06 14:20:34.00,2025-03-06 14:20:34.00,347.5236840248108,53.377885,-1.477665,11.8968093124802,83.21098273806274,3,365.1719667756078,4.943359772506502,3.807161094370525,175.9762854147796,114.0001525878906,113.5858459472656,11.09097003936768,174.9064720919995,0
2025-03-06 14:20:36.00,2025-03-06 14:20:36.00,349.5227510929108,53.377769,-1.477605,12.38275417412293,82.73036109935492,3,378.7098130478095,6.907321468494161,4.354502531557379,163.8191363154819,114.0001525878906,113.5858459472656,11.09097003936768,-263.8829445117682,0
2025-03-06 14:20:37.00,2025-03-06 14:20:37.00,350.5238699913025,53.377688,-1.477534,12.14120599556906,81.52043293043971,3,388.8588596455549,7.772811667557638,7.016164880588634,157.069883118005,114.0001525878906,113.5858459472656,11.09097003936768,-90.12139766146014,0
2025-03-06 14:20:38.00,2025-03-06 14:20:38.00,351.5226320028305,53.377611,-1.477354,10.45190167878718,83.41612487565726,3,403.6189456789276,8.265214485620138,7.016164880588634,143.1770935058594,114.0001525878906,113.5858459472656,11.09097003936768,-48.26864070052086,0
2025-03-06 14:20:39.00,2025-03-06 14:20:39.00,352.5237540006638,53.377526,-1.477247,9.839759351052606,83.98979740031064,3,415.4629500243148,8.714444021553293,10.85335337963478,143.3020172119141,114.0001525878906,113.5858459472656,11.09097003936768,-76.82491015793447,0
2025-03-06 14:20:41.00,2025-03-06 14:20:41.00,354.5237040519714,53.377382,-1.477057,9.026897439672036,79.25428005121648,3.771733771491926,435.8946374629641,8.418464262776507,10.60398797557368,141.5706634521484,114.0001525878906,113.5858459472656,11.09097003936768,950.4165868824939,0
2025-03-06 14:20:43.00,2025-03-06 14:20:43.00,356.5208970308304,53.377248,-1.476887,8.566362811372249,80.46220175456256,3,454.6235511233863,8.22530625093211,9.066423077581442,142.9724426269531,114.0001525878906,113.5858459472656,11.09097003936768,-43.45121147368686,0
2025-03-06 14:20:44.02,2025-03-06 14:20:44.02,357.5211160182953,53.377175,-1.476794,7.835977811214068,79.48914057761431,3,464.851797193404,8.315729451348037,9.066423077581442,142.9724426269531,114.0001525878906,113.5858459472656,11.09097003936768,-36.12750592731858,0
2025-03-06 14:20:46.01,2025-03-06 14:20:46.01,359.5205280780792,53.377049,-1.476637,8.954347777430003,78.44203175967276,3,482.2762504543525,1.025090614119273,9.082674076755922,143.1144256591797,114.0001525878906,113.5858459472656,11.09097003936768,-35.45008844718539,0
